date,reference_month,afre_stock_yoy_pct,observation_status,frequency_status,definition_regime,vintage_status,available_date,pit_use_status,verification_status,source_url
2018-07-01,2018-07,11.5,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_RETROSPECTIVE_COMPARABLE,RETROSPECTIVE_COMPARABLE,2020-01-31,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,OFFICIAL_PBOC_RETROSPECTIVE_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110511314347909.pdf
2018-08-01,2018-08,11.5,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_RETROSPECTIVE_COMPARABLE,RETROSPECTIVE_COMPARABLE,2020-01-31,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,OFFICIAL_PBOC_RETROSPECTIVE_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110511314347909.pdf
2018-09-01,2018-09,11.2,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_RETROSPECTIVE_COMPARABLE,RETROSPECTIVE_COMPARABLE,2020-01-31,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,OFFICIAL_PBOC_RETROSPECTIVE_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110511314347909.pdf
2018-10-01,2018-10,10.8,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_RETROSPECTIVE_COMPARABLE,RETROSPECTIVE_COMPARABLE,2020-01-31,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,OFFICIAL_PBOC_RETROSPECTIVE_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110511314347909.pdf
2018-11-01,2018-11,10.3,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_RETROSPECTIVE_COMPARABLE,RETROSPECTIVE_COMPARABLE,2020-01-31,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,OFFICIAL_PBOC_RETROSPECTIVE_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110511314347909.pdf
2018-12-01,2018-12,10.3,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_RETROSPECTIVE_COMPARABLE,RETROSPECTIVE_COMPARABLE,2020-01-31,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,OFFICIAL_PBOC_RETROSPECTIVE_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110511314347909.pdf
2019-01-01,2019-01,10.9,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_RETROSPECTIVE_COMPARABLE,RETROSPECTIVE_COMPARABLE,2020-01-31,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,OFFICIAL_PBOC_RETROSPECTIVE_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110511314347909.pdf
2019-02-01,2019-02,10.6,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_RETROSPECTIVE_COMPARABLE,RETROSPECTIVE_COMPARABLE,2020-01-31,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,OFFICIAL_PBOC_RETROSPECTIVE_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110511314347909.pdf
2019-03-01,2019-03,11.2,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_RETROSPECTIVE_COMPARABLE,RETROSPECTIVE_COMPARABLE,2020-01-31,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,OFFICIAL_PBOC_RETROSPECTIVE_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110511314347909.pdf
2019-04-01,2019-04,10.8,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_RETROSPECTIVE_COMPARABLE,RETROSPECTIVE_COMPARABLE,2020-01-31,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,OFFICIAL_PBOC_RETROSPECTIVE_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110511314347909.pdf
2019-05-01,2019-05,11.0,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_RETROSPECTIVE_COMPARABLE,RETROSPECTIVE_COMPARABLE,2020-01-31,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,OFFICIAL_PBOC_RETROSPECTIVE_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110511314347909.pdf
2019-06-01,2019-06,11.2,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_RETROSPECTIVE_COMPARABLE,RETROSPECTIVE_COMPARABLE,2020-01-31,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,OFFICIAL_PBOC_RETROSPECTIVE_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110511314347909.pdf
2019-07-01,2019-07,10.8,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_RETROSPECTIVE_COMPARABLE,RETROSPECTIVE_COMPARABLE,2020-01-31,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,OFFICIAL_PBOC_RETROSPECTIVE_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110511314347909.pdf
2019-08-01,2019-08,10.7,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_RETROSPECTIVE_COMPARABLE,RETROSPECTIVE_COMPARABLE,2020-01-31,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,OFFICIAL_PBOC_RETROSPECTIVE_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110511314347909.pdf
2019-09-01,2019-09,10.7,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_RETROSPECTIVE_COMPARABLE,RETROSPECTIVE_COMPARABLE,2020-01-31,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,OFFICIAL_PBOC_RETROSPECTIVE_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110511314347909.pdf
2019-10-01,2019-10,10.6,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_RETROSPECTIVE_COMPARABLE,RETROSPECTIVE_COMPARABLE,2020-01-31,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,OFFICIAL_PBOC_RETROSPECTIVE_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110511314347909.pdf
2019-11-01,2019-11,10.7,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_RETROSPECTIVE_COMPARABLE,RETROSPECTIVE_COMPARABLE,2020-01-31,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,OFFICIAL_PBOC_RETROSPECTIVE_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110511314347909.pdf
2019-12-01,2019-12,10.7,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_RETROSPECTIVE_COMPARABLE,RETROSPECTIVE_COMPARABLE,2020-01-31,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,OFFICIAL_PBOC_RETROSPECTIVE_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110511314347909.pdf
2020-01-01,2020-01,10.7,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110510124316581.htm
2020-02-01,2020-02,10.7,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110510124316581.htm
2020-03-01,2020-03,11.5,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110510124316581.htm
2020-04-01,2020-04,12.0,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110510124316581.htm
2020-05-01,2020-05,12.5,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110510124316581.htm
2020-06-01,2020-06,12.8,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110510124316581.htm
2020-07-01,2020-07,12.9,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110510124316581.htm
2020-08-01,2020-08,13.3,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110510124316581.htm
2020-09-01,2020-09,13.5,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110510124316581.htm
2020-10-01,2020-10,13.7,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110510124316581.htm
2020-11-01,2020-11,13.6,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110510124316581.htm
2020-12-01,2020-12,13.3,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110510124316581.htm
2021-01-01,2021-01,13.0,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110510031398134.htm
2021-02-01,2021-02,13.3,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110510031398134.htm
2021-03-01,2021-03,12.3,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110510031398134.htm
2021-04-01,2021-04,11.7,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110510031398134.htm
2021-05-01,2021-05,11.0,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110510031398134.htm
2021-06-01,2021-06,11.0,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110510031398134.htm
2021-07-01,2021-07,10.7,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110510031398134.htm
2021-08-01,2021-08,10.3,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110510031398134.htm
2021-09-01,2021-09,10.0,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110510031398134.htm
2021-10-01,2021-10,10.0,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110510031398134.htm
2021-11-01,2021-11,10.1,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110510031398134.htm
2021-12-01,2021-12,10.3,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110510031398134.htm
2022-01-01,2022-01,10.5,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2024/01/2024011510325158987.pdf
2022-02-01,2022-02,10.2,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2024/01/2024011510325158987.pdf
2022-03-01,2022-03,10.5,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2024/01/2024011510325158987.pdf
2022-04-01,2022-04,10.2,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2024/01/2024011510325158987.pdf
2022-05-01,2022-05,10.5,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2024/01/2024011510325158987.pdf
2022-06-01,2022-06,10.8,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2024/01/2024011510325158987.pdf
2022-07-01,2022-07,10.7,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2024/01/2024011510325158987.pdf
2022-08-01,2022-08,10.5,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2024/01/2024011510325158987.pdf
2022-09-01,2022-09,10.6,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2024/01/2024011510325158987.pdf
2022-10-01,2022-10,10.3,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2024/01/2024011510325158987.pdf
2022-11-01,2022-11,10.0,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2024/01/2024011510325158987.pdf
2022-12-01,2022-12,9.6,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2024/01/2024011510325158987.pdf
2023-01-01,2023-01,9.4,HAS_VALUE,MONTHLY,POST_2023_NONDEPOSITORY_SCOPE_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2024/02/2024021917193173502.pdf
2023-02-01,2023-02,9.9,HAS_VALUE,MONTHLY,POST_2023_NONDEPOSITORY_SCOPE_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2024/02/2024021917193173502.pdf
2023-03-01,2023-03,10.0,HAS_VALUE,MONTHLY,POST_2023_NONDEPOSITORY_SCOPE_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2024/02/2024021917193173502.pdf
2023-04-01,2023-04,10.0,HAS_VALUE,MONTHLY,POST_2023_NONDEPOSITORY_SCOPE_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2024/02/2024021917193173502.pdf
2023-05-01,2023-05,9.5,HAS_VALUE,MONTHLY,POST_2023_NONDEPOSITORY_SCOPE_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2024/02/2024021917193173502.pdf
2023-06-01,2023-06,9.0,HAS_VALUE,MONTHLY,POST_2023_NONDEPOSITORY_SCOPE_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2024/02/2024021917193173502.pdf
2023-07-01,2023-07,8.9,HAS_VALUE,MONTHLY,POST_2023_NONDEPOSITORY_SCOPE_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2024/02/2024021917193173502.pdf
2023-08-01,2023-08,9.0,HAS_VALUE,MONTHLY,POST_2023_NONDEPOSITORY_SCOPE_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2024/02/2024021917193173502.pdf
2023-09-01,2023-09,9.0,HAS_VALUE,MONTHLY,POST_2023_NONDEPOSITORY_SCOPE_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2024/02/2024021917193173502.pdf
2023-10-01,2023-10,9.3,HAS_VALUE,MONTHLY,POST_2023_NONDEPOSITORY_SCOPE_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2024/02/2024021917193173502.pdf
2023-11-01,2023-11,9.4,HAS_VALUE,MONTHLY,POST_2023_NONDEPOSITORY_SCOPE_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2024/02/2024021917193173502.pdf
2023-12-01,2023-12,9.5,HAS_VALUE,MONTHLY,POST_2023_NONDEPOSITORY_SCOPE_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2024/02/2024021917193173502.pdf
2024-01-01,2024-01,9.5,HAS_VALUE,MONTHLY,POST_2023_NONDEPOSITORY_SCOPE_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025111416274070278.pdf
2024-02-01,2024-02,9.0,HAS_VALUE,MONTHLY,POST_2023_NONDEPOSITORY_SCOPE_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025111416274070278.pdf
2024-03-01,2024-03,8.7,HAS_VALUE,MONTHLY,POST_2023_NONDEPOSITORY_SCOPE_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025111416274070278.pdf
2024-04-01,2024-04,8.3,HAS_VALUE,MONTHLY,POST_2023_NONDEPOSITORY_SCOPE_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025111416274070278.pdf
2024-05-01,2024-05,8.4,HAS_VALUE,MONTHLY,POST_2023_NONDEPOSITORY_SCOPE_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025111416274070278.pdf
2024-06-01,2024-06,8.1,HAS_VALUE,MONTHLY,POST_2023_NONDEPOSITORY_SCOPE_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025111416274070278.pdf
